Applicant_Income,Coapplicant_Income,Age,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Approved,Total_Income,Loan_Income_Ratio,Savings_Ratio,Employment_Status_Salaried,Employment_Status_Self-employed,Employment_Status_Unemployed,Marital_Status_Single,Loan_Purpose_Car,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Property_Area_Semiurban,Property_Area_Urban,Gender_Male,Employer_Category_Government,Employer_Category_MNC,Employer_Category_Private,Employer_Category_Unemployed,Education_Level_Not Graduate
5890.0,8041.0,31.0,0.0,603.0,0.0,0.11,11906.0,8150.0,29287.0,12.0,0,13931.0,2.102289857153112,0.40652849387100076,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10838.0,341.0,33.0,1.460686600221484,757.0,2.0,0.46,7234.0,24701.875693673697,13391.0,84.0,0,11179.0,1.197871008140263,0.5402135762825778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16502.0,2074.0,31.0,2.0,614.0,3.0,0.12,6610.0,24059.0,5861.0,48.0,0,18576.0,0.31551464254952627,1.1277938918273331,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12627.0,5061.607538802661,51.0,2.0,689.0,3.0,0.4,10524.0,34525.0,35364.0,60.0,0,17688.607538802662,1.9992529045841323,0.2975907702748558,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
10792.0,645.0,48.0,1.0,573.0,4.0,0.37,16984.0,18193.0,17863.0,24.0,0,11437.0,1.561860627787007,0.9507921401780216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12555.0,4263.0,26.0,1.0,583.0,4.0,0.58,13411.0,43967.0,32499.0,48.0,0,16818.0,1.9323938637174456,0.4126588510415705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
12253.0,8801.0,36.0,3.0,602.0,1.0,0.34,9180.0,27801.0,28794.0,24.0,0,21054.0,1.3676261043032203,0.31881642008751826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10433.0,6136.0,24.0,0.0,798.0,1.0,0.13,15225.0,49063.0,8919.0,36.0,1,16569.0,0.5382944052145573,1.70702993609149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
12233.0,8646.0,55.0,1.0,685.0,3.0,0.38,10073.0,26246.0,21282.0,24.0,1,20879.0,1.0193016906939987,0.4733107790621182,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13016.0,9900.0,46.0,3.0,567.0,0.0,0.52,4483.0,12807.0,20455.895902547065,48.0,0,22916.0,0.8926468800203816,0.21915441989718962,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4612.0,2969.0,32.0,1.0,606.0,2.0,0.6,5901.0,17535.0,6624.0,36.0,0,7581.0,0.8737633557578156,0.8908514492753623,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17787.0,3028.0,31.0,2.0,661.0,1.0,0.32,9966.298557158712,5492.0,34706.0,48.0,1,20815.0,1.6673552726399232,0.2871635612619925,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19159.0,7643.0,57.0,1.0,554.0,1.0,0.26,18138.0,31357.0,9176.0,72.0,0,26802.0,0.3423625102604283,1.9766782911944203,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14206.0,2681.0,45.0,0.0,703.0,0.0,0.55,18848.0,6302.0,34529.0,48.0,0,16887.0,2.044708947711257,0.5458600017376698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10847.016629711752,3629.0,38.0,1.0,707.0,0.0,0.2,10415.0,32314.0,13941.0,36.0,1,14476.016629711752,0.9630411705514595,0.7470769672189943,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16541.0,4225.0,39.0,0.0,731.0,4.0,0.34718715393134,4482.0,24701.875693673697,2669.0,48.0,0,20766.0,0.12852740055860543,1.679280629449232,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
5152.0,3067.0,43.0,2.0,562.0,2.0,0.34718715393134,9686.0,4747.0,21246.0,48.0,0,8219.0,2.584986008030174,0.4558975807210769,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3585.0,5941.0,58.0,0.0,632.0,1.948945615982242,0.12,7400.0,47006.0,21323.0,12.0,0,9526.0,2.2384001679613688,0.34704309900107866,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5943.0,1386.0,38.0,1.0,578.0,1.0,0.27,6806.0,41170.0,34894.0,12.0,0,7329.0,4.76108609632965,0.19504785923081333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3021.0,2866.0,46.0,3.0,552.0,1.0,0.23,10516.0,10686.0,7021.0,12.0,0,5887.0,1.192627824019025,1.4977923372738926,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13653.0,4788.0,26.0,2.0,639.0,1.948945615982242,0.44,7396.0,37449.0,37903.0,12.0,0,18441.0,2.0553657610758638,0.1951296731129462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12805.0,5490.0,24.0,1.0,653.0,0.0,0.57,7338.0,18891.0,9711.0,60.0,0,18295.0,0.5308007652364034,0.7556379363608279,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
15417.0,4124.0,49.0,2.0,672.0,4.0,0.23,9950.0,36196.0,8904.0,12.0,1,19541.0,0.4556573358579397,1.117475292003594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9989.0,8340.0,54.0,2.0,735.0,2.0,0.51,12500.0,29928.0,36051.0,36.0,0,18329.0,1.9668830814556169,0.34673101994396827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11692.0,3850.0,37.0,1.0,799.0,4.0,0.34718715393134,11545.0,7494.0,21942.0,84.0,1,15542.0,1.4117874147471368,0.5261598760368243,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14990.0,5415.0,36.0,1.0,625.0,1.0,0.37,5241.0,36723.0,25251.0,12.0,0,20405.0,1.2374908110757168,0.207556136390638,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10847.016629711752,7679.0,22.0,3.0,679.0,4.0,0.14,4695.0,29877.0,26058.0,48.0,1,18526.016629711754,1.406562485656445,0.18017499424361041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7675.0,6819.0,54.0,1.460686600221484,752.0,1.0,0.57,11530.0,27981.0,36245.0,84.0,0,14494.0,2.5006899406651026,0.3181128431507794,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2161.0,9328.0,40.04434589800444,2.0,657.0,1.0,0.48,14312.0,14026.0,4093.0,12.0,0,11489.0,0.3562538079902515,3.496701685805033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6297.0,8378.0,33.0,1.0,705.0,1.0,0.43,18972.0,20422.0,25918.0,84.0,0,14675.0,1.7661328790459967,0.7320009259973763,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2995.0,9442.0,28.0,0.0,631.0,1.0,0.51,14318.0,9244.0,8207.0,24.0,0,12437.0,0.6598858245557611,1.7446082612404046,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
13534.0,1333.0,50.0,1.0,675.1119733924612,1.0,0.42,18166.0,33481.0,20455.895902547065,48.0,0,14867.0,1.3759262731248447,0.8880569243480586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9629.0,4150.0,52.0,2.0,778.0,3.0,0.58,19904.0,23644.0,27974.0,36.0,0,13779.0,2.0301908701647435,0.7115178379924215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3016.0,6766.0,56.0,1.0,763.0,4.0,0.46,11324.0,43848.0,29172.0,84.0,0,9782.0,2.98221222653854,0.3881804470039764,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10529.0,2711.0,50.0,3.0,753.0,3.0,0.56,3218.0,8521.0,33283.0,72.0,0,13240.0,2.5138217522658612,0.09668599585373915,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19262.0,4853.0,21.0,0.0,551.0,3.0,0.36,4016.0,1746.0,39995.0,60.0,0,24115.0,1.6585113000207339,0.10041255156894612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11268.0,6212.0,59.0,1.0,676.0,0.0,0.16,2837.0,17591.0,14280.0,48.0,1,17480.0,0.816933638443936,0.19866946778711483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
14185.0,7479.0,37.0,3.0,778.0,0.0,0.36,16312.0,26718.0,37303.0,48.0,1,21664.0,1.721888847858198,0.43728386456853335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
8331.0,5408.0,40.0,2.0,684.0,0.0,0.16,7034.0,49936.0,28453.0,36.0,1,13739.0,2.070965863599971,0.24721470495202616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
10571.0,9977.0,44.0,1.0,575.0,2.0,0.4,9966.298557158712,2696.0,3913.0,24.0,0,20548.0,0.19043215884757642,2.546971264287941,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9208.0,7715.0,42.0,2.0,767.0,1.948945615982242,0.34,14379.0,12012.0,26765.0,12.0,1,16923.0,1.58157537079714,0.5372314589949561,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7276.0,8942.0,49.0,3.0,637.0,4.0,0.41,4239.0,14688.0,3340.0,48.0,0,16218.0,0.2059440128252559,1.2691616766467066,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
18448.0,1762.0,42.0,2.0,753.0,3.0,0.11,12128.0,23457.0,27179.0,24.0,1,20210.0,1.3448292924294905,0.4462268663306229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18216.0,7101.0,29.0,3.0,565.0,4.0,0.2,15856.0,24701.875693673697,28873.0,12.0,0,25317.0,1.1404589801319271,0.5491635784296748,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10006.0,7674.0,40.04434589800444,3.0,700.0,0.0,0.35,9611.0,39895.0,39057.0,60.0,1,17680.0,2.209106334841629,0.24607624753565302,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4568.0,6122.0,30.0,3.0,717.0,2.0,0.58,4150.0,29960.0,1597.0,36.0,0,10690.0,0.14939195509822265,2.598622417031935,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4027.0,481.0,56.0,1.0,737.0,2.0,0.29,11109.0,36486.0,30119.0,36.0,0,4508.0,6.6812333629103815,0.36883694677778145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4695.0,153.0,57.0,2.0,622.0,3.0,0.31,1446.0,22159.0,16025.0,84.0,0,4848.0,3.305486798679868,0.09023400936037441,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
17422.0,7617.0,48.0,2.0,581.0,4.0,0.46,11936.0,7910.0,8145.0,84.0,0,25039.0,0.32529254363193416,1.465438919582566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7258.0,1524.0,48.0,0.0,564.0,1.0,0.4,11036.0,2693.0,36670.0,24.0,0,8782.0,4.175586426782054,0.300954458685574,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8736.0,2120.0,41.0,0.0,778.0,4.0,0.25,6468.0,49777.0,8694.0,72.0,1,10856.0,0.8008474576271186,0.7439613526570048,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10847.016629711752,2343.0,44.0,0.0,690.0,0.0,0.31,9966.298557158712,15858.0,5830.0,84.0,0,13190.016629711752,0.4420009590334691,1.7094851727544962,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
15986.0,5136.0,22.0,0.0,554.0,1.0,0.21,4175.0,28810.0,24930.0,48.0,0,21122.0,1.1802859577691507,0.16746891295627758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14666.0,5760.0,28.0,2.0,752.0,2.0,0.58,15390.0,20092.0,24752.0,60.0,0,20426.0,1.2117888965044552,0.6217679379444085,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7892.0,1240.0,47.0,3.0,623.0,3.0,0.17,5080.0,23243.0,11489.0,48.0,0,9132.0,1.2581033727551467,0.4421620680651058,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5561.0,60.0,42.0,3.0,601.0,3.0,0.29,15471.0,48700.0,33692.0,36.0,0,5621.0,5.993951254225227,0.4591891250148403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8184.0,9130.0,57.0,1.0,626.0,2.0,0.11,14893.0,24701.875693673697,16768.0,48.0,0,17314.0,0.9684648261522467,0.8881798664122137,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
10392.0,1639.0,47.0,3.0,718.0,0.0,0.21,17248.0,24701.875693673697,3160.0,12.0,1,12031.0,0.2626548084116034,5.458227848101266,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
15067.0,6185.0,49.0,2.0,730.0,2.0,0.49,16009.0,28555.0,21133.0,60.0,0,21252.0,0.9944005270092227,0.757535607817158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
17265.0,7970.0,23.0,2.0,659.0,0.0,0.2,6217.0,6398.0,36690.0,48.0,1,25235.0,1.4539330295224886,0.16944671572635595,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4454.0,5061.607538802661,33.0,1.460686600221484,727.0,1.0,0.14,5672.0,7252.0,23870.0,12.0,0,9515.607538802662,2.508510350249642,0.23762044407205699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13837.0,4203.0,30.0,1.0,692.0,2.0,0.34,1502.0,11721.0,25496.0,24.0,1,18040.0,1.4133037694013304,0.058911201757138376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
16039.0,8363.0,56.0,0.0,655.0,0.0,0.1,1410.0,17939.0,37572.0,48.0,1,24402.0,1.5397098598475534,0.037527946343021396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
12965.0,9650.0,29.0,3.0,797.0,1.0,0.14,3770.0,11825.0,3368.0,60.0,1,22615.0,0.1489277028520893,1.1193586698337292,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11762.0,3549.0,47.0,2.0,676.0,2.0,0.5,10097.0,25251.0,37700.0,12.0,0,15311.0,2.462282019463131,0.26782493368700266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7056.0,4197.0,54.0,1.460686600221484,556.0,3.0,0.49,4001.0,36955.0,30203.0,48.0,0,11253.0,2.683995379010042,0.13247028440883357,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
16948.0,7009.0,21.0,0.0,589.0,2.0,0.56,19867.0,24701.875693673697,12552.0,24.0,0,23957.0,0.5239387235463538,1.5827756532823454,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10110.0,6667.0,52.0,2.0,705.0,4.0,0.53,598.0,36.0,6608.0,48.0,0,16777.0,0.3938725636287775,0.09049636803874092,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
15773.0,2322.0,45.0,3.0,709.0,2.0,0.44,9966.298557158712,28412.0,23485.0,12.0,0,18095.0,1.297872340425532,0.4243686845713737,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
